Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,month,day,hour,minute
50,0,22.0,39.0,20,42,23,39,21,40,20,49.0,7.0,59,21,34.0,24,46,20,41.0,6,754,96,1.0,40.0,6.0,3,31,1,0
60,0,22.0,39.0,20,42,23,39,21,40,20,49.0,7.0,60,21,34.0,24,46,20,41.0,6,754,96,1.0,44.0,6.0,3,31,1,10
50,0,22.0,39.0,20,42,23,39,21,40,20,49.0,7.0,60,21,34.0,24,46,20,41.0,6,754,96,1.0,48.0,6.0,3,31,1,20
50,0,22.0,39.0,20,42,23,39,21,40,20,49.0,7.0,61,21,34.0,24,46,20,41.0,6,754,84,1.0,52.0,6.0,3,31,1,30
50,0,22.0,39.0,20,42,23,39,21,40,20,49.0,7.0,62,21,34.0,24,46,20,42.0,6,754,97,1.0,57.0,6.0,3,31,1,40
50,0,22.0,39.0,20,42,23,39,21,40,20,49.0,7.0,63,21,34.0,24,46,20,42.0,6,754,97,1.0,61.0,6.0,3,31,1,50
60,0,22.0,39.0,20,43,23,39,21,40,20,49.0,7.0,63,21,34.0,24,46,20,42.0,6,754,97,1.0,65.0,6.0,3,31,2,0
50,0,22.0,39.0,19,43,23,39,21,40,20,49.0,7.0,63,21,34.0,24,46,20,42.0,6,754,97,1.0,65.0,6.0,3,31,2,10
60,0,22.0,39.0,19,43,23,39,21,40,20,49.0,7.0,63,21,34.0,24,46,20,42.0,6,754,97,1.0,64.0,6.0,3,31,2,20
50,0,22.0,39.0,19,43,23,39,21,40,20,49.0,7.0,64,21,34.0,23,46,20,42.0,6,754,98,1.0,64.0,6.0,3,31,2,30
50,0,22.0,39.0,19,43,23,39,21,40,20,49.0,7.0,64,21,34.0,23,46,20,42.0,6,754,98,1.0,64.0,6.0,3,31,2,40
50,0,22.0,39.0,19,43,23,39,21,40,20,49.0,6.0,64,21,34.0,23,46,20,42.0,6,754,98,1.0,63.0,6.0,3,31,2,50
50,0,22.0,39.0,19,43,23,39,21,40,20,49.0,6.0,64,21,34.0,23,46,20,42.0,6,754,98,1.0,63.0,6.0,3,31,3,0
50,0,22.0,39.0,19,43,23,39,21,40,20,49.0,6.0,65,21,34.0,23,46,20,42.0,6,754,98,1.0,63.0,6.0,3,31,3,10
50,0,22.0,39.0,19,43,23,39,21,40,20,49.0,6.0,65,21,34.0,23,46,20,42.0,6,754,98,1.0,63.0,6.0,3,31,3,20
70,0,22.0,39.0,19,43,23,39,21,40,20,49.0,6.0,65,21,34.0,23,46,20,43.0,6,754,98,1.0,64.0,6.0,3,31,3,30
50,0,22.0,39.0,19,43,23,39,21,40,20,49.0,6.0,65,21,34.0,23,46,20,43.0,6,754,98,1.0,64.0,6.0,3,31,3,40
60,0,22.0,39.0,19,43,23,39,21,39,20,49.0,6.0,65,21,34.0,23,46,20,43.0,6,754,98,1.0,64.0,6.0,3,31,3,50
50,0,22.0,39.0,19,43,23,39,21,39,20,49.0,6.0,66,20,34.0,23,46,20,43.0,6,754,98,1.0,64.0,6.0,3,31,4,0
50,0,22.0,39.0,19,43,23,39,21,39,20,49.0,6.0,66,20,34.0,23,46,20,43.0,6,754,98,1.0,63.0,6.0,3,31,4,10
50,0,22.0,39.0,19,43,23,39,21,39,20,49.0,6.0,66,20,34.0,23,46,20,43.0,6,754,98,1.0,61.0,6.0,3,31,4,20
40,0,22.0,39.0,19,43,23,39,21,39,20,49.0,6.0,66,20,34.0,23,45,20,43.0,6,754,98,1.0,60.0,6.0,3,31,4,30
50,0,22.0,39.0,19,43,23,39,21,39,20,48.0,6.0,66,20,35.0,23,45,20,43.0,6,754,99,1.0,59.0,6.0,3,31,4,40
50,0,22.0,39.0,19,43,23,39,21,39,20,48.0,6.0,66,20,35.0,23,45,20,43.0,6,754,99,1.0,57.0,6.0,3,31,4,50
90,0,22.0,39.0,19,43,23,39,21,39,20,48.0,6.0,66,20,35.0,23,45,20,43.0,6,754,99,1.0,56.0,6.0,3,31,5,0
60,0,22.0,39.0,19,43,23,39,21,39,20,48.0,6.0,66,20,35.0,23,45,20,43.0,6,754,99,1.0,57.0,6.0,3,31,5,10
50,0,22.0,40.0,19,44,23,39,21,39,20,48.0,6.0,66,20,35.0,23,45,20,43.0,6,754,99,1.0,58.0,6.0,3,31,5,20
20,0,22.0,40.0,19,44,23,39,21,39,20,48.0,6.0,66,20,35.0,23,45,20,43.0,6,754,98,2.0,60.0,6.0,3,31,5,30
40,0,22.0,40.0,19,44,23,39,21,39,20,48.0,6.0,66,20,35.0,23,45,20,43.0,6,754,98,2.0,61.0,6.0,3,31,5,40
30,0,22.0,40.0,19,44,23,39,21,40,20,48.0,6.0,66,20,35.0,23,45,20,43.0,6,754,98,2.0,62.0,6.0,3,31,5,50
70,0,23.0,39.0,20,41,22,39,20,40,20,49.0,6.0,66,20,34.0,24,43,20,41.0,6,756,88,3.0,25.0,4.0,3,31,11,0
50,0,23.0,39.0,20,42,22,39,20,40,20,49.0,6.0,65,20,34.0,24,43,20,41.0,6,756,88,3.0,32.0,4.0,3,31,11,10
60,0,23.0,39.0,20,42,22,39,20,40,20,49.0,6.0,65,20,34.0,24,43,20,41.0,6,756,88,4.0,38.0,4.0,3,31,11,20
40,0,23.0,39.0,20,42,22,39,20,40,20,49.0,6.0,65,20,34.0,24,43,20,41.0,6,756,88,4.0,45.0,4.0,3,31,11,30
50,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,65,20,34.0,24,43,19,41.0,6,756,88,4.0,52.0,5.0,3,31,11,40
50,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,65,20,34.0,24,43,20,42.0,6,756,88,5.0,58.0,5.0,3,31,11,50
60,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,65,20,34.0,24,43,20,42.0,6,756,88,5.0,65.0,5.0,4,1,0,0
60,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,64,20,34.0,24,43,20,42.0,6,757,88,5.0,65.0,5.0,4,1,0,10
60,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,64,20,34.0,24,44,20,42.0,6,757,88,5.0,65.0,5.0,4,1,0,20
50,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,64,20,34.0,24,44,20,42.0,6,757,88,4.0,64.0,5.0,4,1,0,30
50,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,64,20,34.0,24,44,20,42.0,6,757,89,4.0,64.0,5.0,4,1,0,40
50,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,64,20,34.0,24,45,20,42.0,6,757,89,4.0,64.0,5.0,4,1,0,50
30,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,64,20,34.0,24,45,20,42.0,6,757,89,4.0,64.0,5.0,4,1,1,0
30,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,63,20,34.0,24,45,20,42.0,6,757,89,4.0,64.0,5.0,4,1,1,10
20,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,62,20,34.0,24,46,20,42.0,6,757,89,4.0,64.0,5.0,4,1,1,20
30,0,22.0,39.0,20,42,22,39,20,40,20,49.0,6.0,61,20,34.0,24,46,20,42.0,6,758,89,4.0,64.0,4.0,4,1,1,30
60,0,22.0,39.0,19,42,22,39,20,40,20,49.0,6.0,61,20,34.0,24,46,20,42.0,6,758,89,4.0,64.0,4.0,4,1,1,40
60,0,22.0,39.0,19,42,22,39,20,40,20,49.0,6.0,62,20,34.0,24,46,20,42.0,6,758,89,4.0,64.0,4.0,4,1,1,50
60,0,22.0,39.0,19,42,22,39,20,40,20,49.0,5.0,62,20,34.0,24,46,20,43.0,6,758,89,4.0,64.0,4.0,4,1,2,0
60,0,22.0,39.0,19,42,22,39,20,40,20,49.0,5.0,62,20,34.0,24,46,20,43.0,6,758,90,4.0,64.0,4.0,4,1,2,10
50,0,22.0,39.0,19,42,22,39,20,40,20,49.0,5.0,63,20,34.0,24,46,20,43.0,6,758,90,4.0,64.0,4.0,4,1,2,20
50,0,22.0,39.0,19,42,22,39,20,40,20,49.0,5.0,63,20,34.0,24,46,20,43.0,6,758,90,4.0,64.0,4.0,4,1,2,30
50,0,22.0,39.0,19,42,22,39,20,40,20,49.0,5.0,62,20,34.0,24,46,20,43.0,5,758,91,3.0,64.0,4.0,4,1,2,40
50,0,22.0,39.0,19,42,22,39,20,39,20,49.0,5.0,63,20,34.0,24,47,20,43.0,5,758,92,3.0,64.0,4.0,4,1,2,50
50,0,22.0,39.0,19,42,22,39,20,39,20,49.0,4.0,63,20,34.0,24,47,20,43.0,5,758,92,3.0,64.0,4.0,4,1,3,0
60,0,22.0,39.0,19,42,22,39,20,39,20,49.0,4.0,63,20,34.0,24,47,20,43.0,5,758,92,3.0,57.0,4.0,4,1,3,10
60,0,22.0,39.0,19,42,22,39,20,39,20,49.0,4.0,64,20,34.0,24,47,20,43.0,5,758,92,3.0,49.0,4.0,4,1,3,20
50,0,22.0,39.0,19,42,22,39,20,39,20,49.0,4.0,64,20,34.0,24,47,20,43.0,5,758,92,2.0,42.0,3.0,4,1,3,30
50,0,22.0,39.0,19,42,22,39,20,39,20,49.0,4.0,64,20,34.0,24,47,20,43.0,5,758,91,2.0,35.0,3.0,4,1,3,40
50,0,22.0,39.0,19,42,22,39,20,39,20,49.0,4.0,64,20,34.0,24,47,20,43.0,5,758,91,2.0,27.0,3.0,4,1,3,50
50,0,22.0,39.0,19,42,22,39,20,39,20,49.0,4.0,64,20,34.0,24,46,20,43.0,4,758,91,2.0,20.0,3.0,4,1,4,0
60,0,22.0,39.0,19,42,22,39,20,39,20,49.0,3.0,64,20,34.0,24,46,20,43.0,4,758,92,2.0,27.0,3.0,4,1,4,10
40,0,22.0,39.0,19,42,22,39,20,39,20,49.0,3.0,63,20,34.0,24,46,20,43.0,4,758,92,2.0,34.0,3.0,4,1,4,20
60,0,22.0,39.0,19,42,22,39,20,39,20,49.0,3.0,64,20,34.0,24,46,20,43.0,4,758,93,2.0,41.0,3.0,4,1,4,30
50,0,22.0,39.0,19,42,22,39,20,39,20,49.0,3.0,65,20,34.0,23,46,20,43.0,4,758,94,2.0,48.0,3.0,4,1,4,40
50,0,22.0,39.0,19,42,22,39,20,39,20,49.0,3.0,65,20,34.0,23,45,20,43.0,3,759,94,2.0,55.0,2.0,4,1,4,50
60,0,22.0,39.0,19,42,22,39,20,39,20,49.0,3.0,65,20,34.0,23,45,20,43.0,3,759,95,2.0,62.0,2.0,4,1,5,0
40,0,22.0,39.0,19,42,22,39,20,39,20,49.0,3.0,65,20,34.0,23,45,20,43.0,3,759,95,2.0,60.0,2.0,4,1,5,10
30,0,22.0,39.0,18,42,23,39,20,39,20,49.0,3.0,65,20,34.0,23,45,20,43.0,3,759,95,2.0,59.0,2.0,4,1,5,20
20,0,22.0,39.0,18,42,22,39,20,39,20,49.0,3.0,65,20,34.0,23,45,20,43.0,3,759,95,2.0,57.0,2.0,4,1,5,30
30,0,21.0,39.0,18,42,22,39,20,39,20,49.0,3.0,65,20,34.0,23,45,20,43.0,3,759,95,2.0,55.0,2.0,4,1,5,40
50,0,21.0,39.0,18,42,22,39,20,39,20,49.0,3.0,65,20,34.0,23,45,20,43.0,3,759,95,2.0,54.0,2.0,4,1,5,50
40,0,22.0,39.0,19,41,22,37,20,38,20,46.0,8.0,54,20,33.0,22,40,20,38.0,8,760,80,1.0,26.0,5.0,4,1,11,0
60,0,22.0,39.0,19,41,22,37,20,38,20,46.0,8.0,54,20,33.0,22,40,20,38.0,8,760,80,1.0,28.0,5.0,4,1,11,10
50,0,22.0,39.0,19,41,22,37,20,38,20,46.0,8.0,54,20,33.0,22,40,20,38.0,8,760,79,1.0,31.0,5.0,4,1,11,20
60,0,22.0,39.0,19,41,22,37,20,38,20,46.0,8.0,53,20,33.0,22,40,20,38.0,8,760,78,2.0,33.0,5.0,4,1,11,30
50,0,22.0,39.0,19,42,22,37,20,38,20,46.0,8.0,53,20,33.0,22,40,20,38.0,8,760,78,2.0,35.0,5.0,4,1,11,40
40,0,22.0,39.0,19,42,22,37,20,38,20,46.0,8.0,53,20,33.0,22,40,20,38.0,8,760,78,2.0,38.0,5.0,4,1,11,50
50,0,22.0,39.0,19,42,22,37,20,38,20,46.0,8.0,53,20,33.0,22,40,20,38.0,8,760,77,2.0,40.0,5.0,4,2,0,0
30,0,22.0,39.0,19,42,22,37,20,38,20,46.0,8.0,53,20,33.0,22,40,20,38.0,8,760,78,2.0,38.0,5.0,4,2,0,10
20,0,22.0,39.0,19,42,22,37,20,38,20,46.0,8.0,53,20,34.0,22,40,20,38.0,8,760,78,2.0,36.0,5.0,4,2,0,20
40,0,22.0,39.0,19,42,22,37,20,38,20,46.0,8.0,53,20,34.0,22,40,20,38.0,8,760,78,2.0,34.0,5.0,4,2,0,30
40,0,22.0,39.0,19,42,22,37,20,38,19,46.0,8.0,53,20,34.0,22,40,20,38.0,8,759,79,3.0,33.0,5.0,4,2,0,40
70,0,22.0,39.0,19,42,22,37,20,38,19,46.0,8.0,53,20,34.0,22,40,20,38.0,8,759,80,3.0,31.0,5.0,4,2,0,50
50,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,54,20,34.0,22,40,20,38.0,8,759,80,3.0,29.0,5.0,4,2,1,0
50,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,54,20,34.0,22,40,20,38.0,8,759,80,3.0,31.0,5.0,4,2,1,10
40,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,53,20,34.0,22,40,20,38.0,8,759,80,3.0,33.0,5.0,4,2,1,20
50,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,53,20,34.0,22,40,20,38.0,8,759,80,2.0,34.0,5.0,4,2,1,30
50,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,54,20,34.0,22,40,20,38.0,8,759,79,2.0,36.0,4.0,4,2,1,40
40,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,54,20,34.0,22,40,20,38.0,8,759,79,2.0,38.0,4.0,4,2,1,50
60,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,54,20,34.0,22,40,20,38.0,8,759,79,2.0,40.0,4.0,4,2,2,0
50,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,54,20,34.0,22,40,20,38.0,8,759,80,2.0,40.0,4.0,4,2,2,10
70,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,55,20,34.0,22,40,20,38.0,8,759,80,2.0,40.0,4.0,4,2,2,20
50,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,55,20,34.0,22,40,20,38.0,8,759,81,2.0,40.0,4.0,4,2,2,30
50,0,21.0,39.0,19,42,22,37,20,38,19,46.0,8.0,55,20,34.0,22,40,20,38.0,8,759,82,2.0,40.0,5.0,4,2,2,40
50,0,21.0,39.0,19,42,22,37,20,38,19,45.0,8.0,55,20,34.0,22,40,20,38.0,7,759,82,2.0,40.0,5.0,4,2,2,50
50,0,21.0,39.0,19,42,22,37,20,38,19,45.0,8.0,56,20,34.0,22,40,20,38.0,7,759,83,2.0,40.0,5.0,4,2,3,0
40,0,21.0,39.0,19,42,22,37,20,38,19,45.0,8.0,56,20,34.0,22,40,20,38.0,7,759,83,2.0,38.0,5.0,4,2,3,10
50,0,21.0,39.0,19,42,22,37,20,38,19,45.0,8.0,56,20,34.0,22,40,20,38.0,7,759,83,2.0,35.0,5.0,4,2,3,20
60,0,21.0,39.0,19,42,22,37,20,38,19,45.0,8.0,55,20,34.0,22,40,20,38.0,7,759,84,2.0,32.0,5.0,4,2,3,30
40,0,21.0,39.0,19,42,22,37,20,38,19,45.0,7.0,56,20,34.0,22,40,20,38.0,7,759,84,2.0,30.0,5.0,4,2,3,40
40,0,21.0,39.0,19,42,22,37,20,38,19,45.0,7.0,56,20,34.0,22,40,20,38.0,7,759,84,2.0,28.0,5.0,4,2,3,50
30,0,21.0,39.0,19,42,22,37,20,38,19,45.0,7.0,56,20,34.0,22,40,20,38.0,7,759,84,2.0,25.0,5.0,4,2,4,0
30,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,57,20,34.0,22,40,20,38.0,7,759,84,2.0,24.0,5.0,4,2,4,10
50,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,57,20,34.0,22,40,20,38.0,7,759,85,2.0,24.0,5.0,4,2,4,20
40,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,57,20,34.0,22,40,20,38.0,7,759,86,2.0,23.0,5.0,4,2,4,30
50,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,58,20,34.0,22,40,20,38.0,7,759,86,1.0,22.0,5.0,4,2,4,40
60,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,58,20,34.0,22,40,20,38.0,7,758,86,1.0,22.0,5.0,4,2,4,50
50,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,58,20,34.0,22,40,20,38.0,7,758,87,1.0,21.0,5.0,4,2,5,0
60,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,58,20,34.0,22,40,20,38.0,7,758,87,1.0,21.0,5.0,4,2,5,10
50,0,21.0,39.0,19,43,22,37,20,38,19,49.0,7.0,58,20,34.0,22,40,20,38.0,7,758,87,1.0,21.0,5.0,4,2,5,20
50,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,58,20,34.0,21,40,20,38.0,7,758,88,1.0,20.0,5.0,4,2,5,30
50,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,59,20,34.0,22,40,20,38.0,7,758,88,1.0,20.0,5.0,4,2,5,40
40,0,21.0,39.0,19,43,22,37,20,38,19,45.0,7.0,59,20,34.0,22,40,20,38.0,7,758,88,1.0,20.0,5.0,4,2,5,50
50,0,21.0,41.0,19,44,22,39,20,40,19,46.0,13.0,44,20,37.0,21,42,20,40.0,14,753,72,5.0,28.0,9.0,4,2,11,0
60,0,21.0,42.0,19,44,22,39,20,40,19,46.0,13.0,44,20,37.0,21,42,20,40.0,14,753,72,5.0,28.0,9.0,4,2,11,10
50,0,21.0,42.0,19,44,22,39,20,40,19,46.0,13.0,44,20,37.0,21,42,20,40.0,14,753,72,6.0,28.0,9.0,4,2,11,20
60,0,21.0,42.0,19,44,22,39,20,41,19,46.0,13.0,44,20,37.0,21,42,20,40.0,14,753,72,6.0,28.0,9.0,4,2,11,30
60,0,21.0,42.0,19,44,22,39,20,41,19,46.0,13.0,44,20,37.0,21,42,20,41.0,14,753,73,6.0,27.0,9.0,4,2,11,40
60,0,21.0,42.0,19,40,22,39,20,41,19,46.0,13.0,44,20,37.0,21,42,20,41.0,14,753,73,7.0,27.0,9.0,4,2,11,50
60,0,21.0,42.0,19,44,22,39,20,41,19,46.0,13.0,45,20,37.0,21,42,20,41.0,14,752,73,7.0,27.0,9.0,4,3,0,0
60,0,21.0,42.0,19,44,22,39,20,41,19,46.0,13.0,46,20,37.0,21,43,20,41.0,14,752,73,7.0,27.0,9.0,4,3,0,10
50,0,21.0,42.0,19,44,22,39,20,41,19,46.0,13.0,47,20,37.0,21,43,20,41.0,14,752,73,7.0,28.0,9.0,4,3,0,20
60,0,21.0,42.0,19,44,22,39,20,41,19,46.0,13.0,47,20,37.0,21,43,20,41.0,14,752,74,7.0,28.0,9.0,4,3,0,30
50,0,21.0,42.0,19,44,22,39,20,41,19,46.0,13.0,47,20,37.0,21,43,20,41.0,14,752,74,7.0,28.0,9.0,4,3,0,40
60,0,21.0,42.0,19,45,22,39,20,41,19,46.0,13.0,47,20,37.0,21,43,20,41.0,14,752,74,7.0,29.0,9.0,4,3,0,50
60,0,21.0,42.0,19,45,22,39,20,41,19,46.0,13.0,47,20,37.0,21,43,20,41.0,14,752,74,7.0,29.0,9.0,4,3,1,0
60,0,21.0,42.0,19,45,22,39,20,41,19,46.0,13.0,47,20,37.0,21,43,20,41.0,14,752,75,7.0,29.0,9.0,4,3,1,10
60,0,21.0,42.0,19,45,22,39,20,41,19,46.0,13.0,48,20,37.0,21,43,20,41.0,14,752,84,7.0,29.0,9.0,4,3,1,20
40,0,21.0,42.0,19,45,22,39,20,41,19,46.0,13.0,54,20,37.0,21,43,20,41.0,14,752,77,7.0,28.0,10.0,4,3,1,40
30,0,21.0,42.0,19,45,22,39,20,41,19,46.0,13.0,56,20,37.0,21,43,20,41.0,13,752,77,7.0,28.0,10.0,4,3,1,50
50,0,21.0,42.0,19,45,22,39,20,41,19,46.0,13.0,59,20,38.0,21,43,20,41.0,13,752,78,7.0,28.0,10.0,4,3,2,0
50,0,21.0,42.0,19,45,22,39,20,41,19,46.0,12.0,60,20,38.0,21,43,20,41.0,13,752,80,7.0,34.0,10.0,4,3,2,10
70,0,21.0,42.0,19,45,22,39,20,42,19,46.0,12.0,61,20,38.0,21,43,20,42.0,13,752,82,7.0,40.0,10.0,4,3,2,20
60,0,21.0,42.0,19,45,22,39,20,42,19,46.0,12.0,61,20,38.0,21,44,20,42.0,13,752,84,7.0,46.0,10.0,4,3,2,30
70,0,21.0,42.0,19,45,22,39,20,42,19,46.0,12.0,62,20,38.0,21,44,20,42.0,13,752,85,7.0,51.0,10.0,4,3,2,40
70,0,21.0,43.0,19,45,22,39,20,42,19,46.0,12.0,62,20,38.0,21,44,20,42.0,12,752,87,7.0,57.0,10.0,4,3,2,50
50,0,21.0,43.0,19,45,22,39,20,42,19,46.0,12.0,62,20,38.0,21,44,20,42.0,12,752,89,7.0,63.0,11.0,4,3,3,0
60,0,21.0,43.0,19,45,22,39,20,42,19,46.0,12.0,63,20,38.0,21,44,20,42.0,12,752,90,7.0,63.0,11.0,4,3,3,10
50,0,21.0,43.0,19,45,22,39,20,42,19,46.0,12.0,63,20,38.0,21,44,20,42.0,12,752,90,6.0,63.0,11.0,4,3,3,20
50,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,63,20,38.0,21,44,20,42.0,12,752,90,6.0,64.0,11.0,4,3,3,30
50,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,64,20,38.0,21,44,20,42.0,12,752,91,6.0,64.0,11.0,4,3,3,40
60,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,64,20,38.0,21,44,20,42.0,12,752,92,5.0,64.0,11.0,4,3,3,50
60,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,64,20,38.0,21,44,20,42.0,12,752,92,5.0,64.0,11.0,4,3,4,0
60,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,65,20,38.0,21,44,20,42.0,12,752,92,5.0,64.0,11.0,4,3,4,10
70,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,65,20,38.0,21,44,20,42.0,12,752,92,4.0,64.0,11.0,4,3,4,20
60,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,65,20,38.0,21,44,19,42.0,12,752,92,4.0,64.0,11.0,4,3,4,30
60,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,65,20,38.0,21,44,20,42.0,12,752,93,4.0,64.0,11.0,4,3,4,40
50,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,65,20,38.0,21,44,20,43.0,12,752,84,3.0,64.0,11.0,4,3,4,50
40,0,21.0,43.0,19,46,22,40,20,42,19,47.0,12.0,65,20,39.0,21,44,20,43.0,12,752,93,3.0,64.0,11.0,4,3,5,0
30,0,21.0,43.0,19,46,22,40,20,42,19,47.0,12.0,65,20,39.0,21,44,20,43.0,12,752,93,3.0,57.0,11.0,4,3,5,10
50,0,21.0,43.0,19,46,22,40,20,42,19,46.0,12.0,65,20,39.0,21,44,20,43.0,12,752,93,3.0,49.0,11.0,4,3,5,20
40,0,21.0,43.0,19,46,22,40,20,43,19,46.0,12.0,65,20,39.0,21,44,20,43.0,12,752,92,3.0,42.0,11.0,4,3,5,30
70,0,21.0,43.0,19,46,22,40,20,43,19,47.0,12.0,65,20,39.0,21,44,20,43.0,12,752,92,3.0,35.0,11.0,4,3,5,40
50,0,21.0,43.0,19,46,22,40,20,43,19,47.0,12.0,65,20,39.0,21,44,20,43.0,12,752,92,3.0,27.0,11.0,4,3,5,50
60,0,22.0,45.0,21,45,23,42,21,44,20,50.0,15.0,38,21,40.0,24,48,20,46.0,16,749,75,3.0,40.0,11.0,4,3,11,0
70,0,22.0,45.0,21,45,23,42,21,44,20,50.0,15.0,38,21,40.0,24,48,20,46.0,15,749,75,3.0,40.0,11.0,4,3,11,10
70,0,22.0,45.0,21,45,23,42,21,44,20,50.0,15.0,38,21,40.0,24,49,20,46.0,15,749,75,4.0,40.0,11.0,4,3,11,20
60,0,22.0,45.0,21,45,23,42,21,44,20,50.0,15.0,38,21,40.0,24,49,20,46.0,15,749,76,4.0,40.0,11.0,4,3,11,30
60,0,22.0,45.0,21,45,23,42,21,44,20,50.0,15.0,39,21,40.0,24,49,20,46.0,15,749,76,4.0,40.0,11.0,4,3,11,40
60,0,22.0,45.0,21,40,23,42,21,44,20,50.0,15.0,40,21,40.0,24,49,20,46.0,15,749,76,5.0,40.0,11.0,4,3,11,50
50,0,22.0,45.0,21,45,23,42,21,44,20,50.0,15.0,40,21,40.0,24,50,20,46.0,15,749,76,5.0,40.0,11.0,4,4,0,0
60,0,22.0,45.0,21,45,23,42,21,44,20,50.0,14.0,41,21,40.0,24,50,20,46.0,15,749,76,5.0,38.0,11.0,4,4,0,10
50,0,22.0,44.0,21,45,23,42,21,44,20,50.0,14.0,42,21,40.0,24,50,20,46.0,15,749,84,5.0,36.0,11.0,4,4,0,20
70,0,22.0,44.0,21,45,23,42,21,44,20,50.0,14.0,44,21,40.0,24,50,20,46.0,15,749,76,5.0,34.0,11.0,4,4,0,30
70,0,22.0,44.0,21,46,23,42,21,44,20,50.0,14.0,45,21,40.0,24,50,20,46.0,15,749,77,5.0,33.0,11.0,4,4,0,40
50,0,22.0,44.0,21,46,23,42,21,44,20,50.0,14.0,46,21,40.0,24,50,20,46.0,15,749,77,5.0,31.0,11.0,4,4,0,50
60,0,22.0,44.0,21,46,23,42,21,44,20,50.0,14.0,46,21,40.0,24,50,20,46.0,15,748,77,5.0,29.0,11.0,4,4,1,0
60,0,22.0,44.0,21,46,23,42,21,44,20,50.0,14.0,47,21,40.0,24,50,20,46.0,15,749,78,5.0,29.0,11.0,4,4,1,10
60,0,22.0,44.0,21,46,23,42,21,44,20,50.0,14.0,48,21,40.0,24,50,20,46.0,14,749,79,4.0,29.0,11.0,4,4,1,20
50,0,22.0,44.0,21,46,23,42,21,44,20,50.0,14.0,48,21,40.0,24,51,20,47.0,14,749,80,4.0,29.0,11.0,4,4,1,30
60,0,22.0,44.0,20,46,23,42,21,44,20,50.0,14.0,48,21,40.0,24,51,20,47.0,14,749,81,4.0,29.0,11.0,4,4,1,40
50,0,22.0,44.0,20,46,23,42,21,44,20,50.0,14.0,49,21,40.0,24,51,20,47.0,14,749,82,3.0,29.0,11.0,4,4,1,50
60,0,22.0,44.0,20,46,23,42,21,44,20,50.0,13.0,49,21,40.0,24,51,20,47.0,14,749,83,3.0,29.0,11.0,4,4,2,0
30,0,22.0,44.0,20,46,23,42,21,44,20,50.0,13.0,50,21,40.0,24,52,20,47.0,14,749,84,3.0,28.0,11.0,4,4,2,10
50,0,22.0,45.0,20,46,23,42,21,44,20,50.0,13.0,50,21,40.0,24,52,20,47.0,13,749,85,3.0,28.0,11.0,4,4,2,20
40,0,22.0,45.0,20,46,23,42,21,44,20,50.0,13.0,50,21,40.0,24,52,20,48.0,13,749,86,2.0,28.0,11.0,4,4,2,30
